,movie_id,title,score_recomendacao
898,1196,Star Wars: Episode V - The Empire Strikes Back (1980),0.9976514215080345
911,1210,Star Wars: Episode VI - Return of the Jedi (1983),0.9974763081994232
474,541,Blade Runner (1982),0.9966831479192417
5374,8961,"Incredibles, The (2004)",0.9953079934074991
1576,2115,Indiana Jones and the Temple of Doom (1984),0.9948650597445405
6710,58559,"Dark Knight, The (2008)",0.9948238566131026
7693,89745,"Avengers, The (2012)",0.9946229913473423
2226,2959,Fight Club (1999),0.994612690564483
706,924,2001: A Space Odyssey (1968),0.9944375772558716
2836,3793,X-Men (2000),0.9944324268644418
