,movie_id,title,score_recomendacao
254,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),0.9965646889163576
914,1213,Goodfellas (1990),0.9963483724763083
2226,2959,Fight Club (1999),0.9962814173877215
5,6,Heat (1995),0.9956170168932839
828,1089,Reservoir Dogs (1992),0.9940925010300783
31,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),0.9935620107128142
217,253,Interview with the Vampire: The Vampire Chronicles (1994),0.9925834363411619
3141,4226,Memento (2000),0.9925319324268644
24,25,Leaving Las Vegas (1995),0.992109600329625
364,420,Beverly Hills Cop III (1994),0.9920374948496087
