,movie_id,title,score_recomendacao
224,260,Star Wars: Episode IV - A New Hope (1977),0.9986505974454059
6453,52281,Grindhouse (2007),0.9891532756489494
7646,88140,Captain America: The First Avenger (2011),0.9890708693860732
5227,8533,"Notebook, The (2004)",0.9869025545941492
7620,87232,X-Men: First Class (2011),0.9869025545941492
5931,34048,War of the Worlds (2005),0.9866347342398023
167,198,Strange Days (1995),0.9845024721878863
858,1129,Escape from New York (1981),0.9841934487021013
943,1244,Manhattan (1979),0.9818345694272765
3839,5388,Insomnia (2002),0.9806293778327153
