,movie_id,title,score_recomendacao
922,1221,"Godfather: Part II, The (1974)",0.9928564070869387
257,296,Pulp Fiction (1994),0.9927482488669139
472,539,Sleepless in Seattle (1993),0.9910125669550885
898,1196,Star Wars: Episode V - The Empire Strikes Back (1980),0.9908838071693449
1298,1732,"Big Lebowski, The (1998)",0.9908271528636177
602,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.99036876802637
911,1210,Star Wars: Episode VI - Return of the Jedi (1983),0.9903378656777916
328,370,Naked Gun 33 1/3: The Final Insult (1994),0.9900391429748661
254,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),0.9889627111660486
5735,30793,Charlie and the Chocolate Factory (2005),0.9879686856201071
