,movie_id,title,score_recomendacao
2226,2959,Fight Club (1999),0.9948908117016894
3574,4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),0.9940976514215081
4076,5816,Harry Potter and the Chamber of Secrets (2002),0.9932066337041614
6062,40815,Harry Potter and the Goblet of Fire (2005),0.9922486608982283
31,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),0.992171405026782
1486,2011,Back to the Future Part II (1989),0.9915688092295014
863,1136,Monty Python and the Holy Grail (1975),0.9915018541409149
8376,109487,Interstellar (2014),0.9913112896580141
7078,69844,Harry Potter and the Half-Blood Prince (2009),0.9912443345694273
1734,2329,American History X (1998),0.9910949732179646
