,movie_id,title,score_recomendacao
5160,8360,Shrek 2 (2004),0.9915945611866501
981,1282,Fantasia (1940),0.9891017717346519
1543,2078,"Jungle Book, The (1967)",0.9879892871858261
0,1,Toy Story (1995),0.9879274824886691
4800,7153,"Lord of the Rings: The Return of the King, The (2003)",0.9875875566543058
5374,8961,"Incredibles, The (2004)",0.9858518747424805
1550,2087,Peter Pan (1953),0.9853213844252162
7039,68954,Up (2009),0.9850587144622992
599,745,Wallace & Gromit: A Close Shave (1995),0.9843531108364236
1390,1907,Mulan (1998),0.9840852904820767
