,movie_id,title,score_recomendacao
224,260,Star Wars: Episode IV - A New Hope (1977),0.9991141326740833
4800,7153,"Lord of the Rings: The Return of the King, The (2003)",0.9988051091882983
911,1210,Star Wars: Episode VI - Return of the Jedi (1983),0.9987742068397198
4137,5952,"Lord of the Rings: The Two Towers, The (2002)",0.9984497321796456
990,1291,Indiana Jones and the Last Crusade (1989),0.9978419859909353
2038,2716,Ghostbusters (a.k.a. Ghost Busters) (1984),0.9977080758137619
1576,2115,Indiana Jones and the Temple of Doom (1984),0.9973681499793985
1979,2628,Star Wars: Episode I - The Phantom Menace (1999),0.9962659662134323
5896,33493,Star Wars: Episode III - Revenge of the Sith (2005),0.9955655129789864
7372,79132,Inception (2010),0.9954007004532345
