,movie_id,title,score_recomendacao
2031,2706,American Pie (1999),0.9959311907704985
1154,1517,Austin Powers: International Man of Mystery (1997),0.9955449114132674
3903,5481,Austin Powers in Goldmember (2002),0.9930572723526987
2302,3052,Dogma (1999),0.9905902348578493
2259,2997,Being John Malkovich (1999),0.9881901524515863
1979,2628,Star Wars: Episode I - The Phantom Menace (1999),0.9868098475484137
2022,2694,Big Daddy (1999),0.9863926658426041
1960,2599,Election (1999),0.986006386485373
1959,2598,Pushing Tin (1999),0.985676761433869
2392,3174,Man on the Moon (1999),0.9850278121137206
