,movie_id,title,score_recomendacao
224,260,Star Wars: Episode IV - A New Hope (1977),0.9997630819942317
902,1200,Aliens (1986),0.9904151215492378
2836,3793,X-Men (2000),0.9903533168520807
8376,109487,Interstellar (2014),0.9886227853316851
6062,40815,Harry Potter and the Goblet of Fire (2005),0.9879841367943965
939,1240,"Terminator, The (1984)",0.9873248866913885
7693,89745,"Avengers, The (2012)",0.9868355995055624
7465,81834,Harry Potter and the Deathly Hallows: Part 1 (2010),0.9863257107540173
5166,8368,Harry Potter and the Prisoner of Azkaban (2004),0.9855274000824062
6522,54001,Harry Potter and the Order of the Phoenix (2007),0.984754841367944
