,movie_id,title,score_recomendacao
506,588,Aladdin (1992),0.9964771322620519
3568,4886,"Monsters, Inc. (2001)",0.9931036258755666
5374,8961,"Incredibles, The (2004)",0.9930830243098476
1545,2081,"Little Mermaid, The (1989)",0.9929079110012361
0,1,Toy Story (1995),0.9926555418211784
5160,8360,Shrek 2 (2004),0.9909456118665019
7355,78499,Toy Story 3 (2010),0.9899876390605686
512,595,Beauty and the Beast (1991),0.9891481252575196
6772,60069,WALL·E (2008),0.9879944375772559
1543,2078,"Jungle Book, The (1967)",0.9879892871858261
