,movie_id,title,score_recomendacao
3819,5349,Spider-Man (2002),0.9946075401730532
224,260,Star Wars: Episode IV - A New Hope (1977),0.9895653069633292
7324,77561,Iron Man 2 (2010),0.989385043263288
7372,79132,Inception (2010),0.9888185002060157
8692,122918,Guardians of the Galaxy 2 (2017),0.9862793572311497
2226,2959,Fight Club (1999),0.9861763494025546
1986,2640,Superman (1978),0.9851874742480429
257,296,Pulp Fiction (1994),0.9846827358879275
6453,52281,Grindhouse (2007),0.98442521631644
6772,60069,WALL·E (2008),0.9837299134734241
