,movie_id,title,score_recomendacao
224,260,Star Wars: Episode IV - A New Hope (1977),0.9960548001648126
898,1196,Star Wars: Episode V - The Empire Strikes Back (1980),0.9957972805933251
2226,2959,Fight Club (1999),0.9948908117016894
939,1240,"Terminator, The (1984)",0.9944633292130202
3141,4226,Memento (2000),0.9937371240214257
706,924,2001: A Space Odyssey (1968),0.9936032138442523
4351,6365,"Matrix Reloaded, The (2003)",0.9932890399670375
4639,6934,"Matrix Revolutions, The (2003)",0.993278739184178
5,6,Heat (1995),0.9932066337041614
254,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),0.993134528224145
