,movie_id,title,score_recomendacao
257,296,Pulp Fiction (1994),0.998403378656778
7372,79132,Inception (2010),0.9981819118252987
3141,4226,Memento (2000),0.9980943551709931
31,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),0.9961578079934075
1224,1625,"Game, The (1997)",0.9948702101359704
6331,48780,"Prestige, The (2006)",0.9946384425216317
7258,74458,Shutter Island (2010),0.9944839307787392
8376,109487,Interstellar (2014),0.9941852080758138
1298,1732,"Big Lebowski, The (1998)",0.9938864853728884
1402,1921,Pi (1998),0.9933714462299136
