,movie_id,title,score_recomendacao
5160,8360,Shrek 2 (2004),0.9942830655129791
512,595,Beauty and the Beast (1991),0.9942470127729708
3574,4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),0.9926143386897404
1545,2081,"Little Mermaid, The (1989)",0.9914245982694685
5374,8961,"Incredibles, The (2004)",0.9903945199835189
506,588,Aladdin (1992),0.9897095179233623
8053,98809,"Hobbit: An Unexpected Journey, The (2012)",0.9895601565718994
7302,76093,How to Train Your Dragon (2010),0.9891017717346519
1730,2324,Life Is Beautiful (La Vita è bella) (1997),0.9882777091058921
472,539,Sleepless in Seattle (1993),0.9869334569427276
