,movie_id,title,score_recomendacao
4137,5952,"Lord of the Rings: The Two Towers, The (2002)",0.9965028842192006
1939,2571,"Matrix, The (1999)",0.9951380304903172
257,296,Pulp Fiction (1994),0.994324268644417
461,527,Schindler's List (1993),0.9941594561186651
224,260,Star Wars: Episode IV - A New Hope (1977),0.9939225381128967
2226,2959,Fight Club (1999),0.9937783271528636
939,1240,"Terminator, The (1984)",0.9933508446641945
4639,6934,"Matrix Revolutions, The (2003)",0.993278739184178
3562,4878,Donnie Darko (2001),0.9919344870210136
706,924,2001: A Space Odyssey (1968),0.9916563658838071
