,movie_id,title,score_recomendacao
4935,7438,Kill Bill: Vol. 2 (2004),0.9973578491965389
4351,6365,"Matrix Reloaded, The (2003)",0.9971827358879275
509,592,Batman (1989),0.9971672847136382
4639,6934,"Matrix Revolutions, The (2003)",0.9964307787391842
7768,91529,"Dark Knight Rises, The (2012)",0.9960032962505152
5917,33794,Batman Begins (2005),0.9957045735475896
97,110,Braveheart (1995),0.9953852492789452
126,153,Batman Forever (1995),0.9947569015245159
2983,3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",0.9941131025957972
1730,2324,Life Is Beautiful (La Vita è bella) (1997),0.993932838895756
