,movie_id,title,score_recomendacao
257,296,Pulp Fiction (1994),0.9971054800164814
3141,4226,Memento (2000),0.9966110424392254
7372,79132,Inception (2010),0.9964204779563247
31,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),0.9959723939019365
4351,6365,"Matrix Reloaded, The (2003)",0.995328594973218
1298,1732,"Big Lebowski, The (1998)",0.995184384013185
461,527,Schindler's List (1993),0.9945302843016068
4639,6934,"Matrix Revolutions, The (2003)",0.9944839307787392
3562,4878,Donnie Darko (2001),0.9944375772558716
254,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),0.9944324268644418
