,movie_id,title,score_recomendacao
257,296,Pulp Fiction (1994),0.9891326740832305
1477,2002,Lethal Weapon 3 (1992),0.9833693860733417
520,608,Fargo (1996),0.9767202307375362
793,1036,Die Hard (1988),0.9760609806345282
1295,1729,Jackie Brown (1997),0.9757313555830244
5,6,Heat (1995),0.9749433456942729
167,198,Strange Days (1995),0.9727286773794809
254,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),0.9712556654305727
1398,1917,Armageddon (1998),0.9711063040791101
6016,38061,Kiss Kiss Bang Bang (2005),0.9710805521219613
