,movie_id,title,score_recomendacao
898,1196,Star Wars: Episode V - The Empire Strikes Back (1980),0.9951483312731768
520,608,Fargo (1996),0.9913679439637413
253,292,Outbreak (1995),0.9912237330037084
621,786,Eraser (1996),0.9904563246806758
1071,1391,Mars Attacks! (1996),0.9904151215492377
656,849,Escape from L.A. (1996),0.9895241038318913
1083,1407,Scream (1996),0.9884734239802224
97,110,Braveheart (1995),0.9874124433456942
1044,1356,Star Trek: First Contact (1996),0.9873557890399671
658,852,Tin Cup (1996),0.9851411207251751
