,movie_id,title,score_recomendacao
924,1223,"Grand Day Out with Wallace and Gromit, A (1989)",0.4128182812384675
6917,64285,Wallace and Gromit in 'A Matter of Loaf and Death' (2008),0.36848481449624104
6015,38038,Wallace & Gromit in The Curse of the Were-Rabbit (2005),0.30729041965839266
585,720,Wallace & Gromit: The Best of Aardman Animation (1996),0.299321165357537
2806,3751,Chicken Run (2000),0.2961552735035914
257,296,Pulp Fiction (1994),0.28914475888533997
0,1,Toy Story (1995),0.26649515792832124
2250,2987,Who Framed Roger Rabbit? (1988),0.25582046391883306
97,110,Braveheart (1995),0.2522891951448658
5,6,Heat (1995),0.2459047900065554
325,367,"Mask, The (1994)",0.2407087453416582
510,593,"Silence of the Lambs, The (1991)",0.24050991297308694
3194,4306,Shrek (2001),0.23843790433981515
3141,4226,Memento (2000),0.23701961319237777
520,608,Fargo (1996),0.23452752653998357
6710,58559,"Dark Knight, The (2008)",0.23303705030015187
322,364,"Lion King, The (1994)",0.2324679419939993
314,356,Forrest Gump (1994),0.23171566791612522
32,34,Babe (1995),0.23163820859498352
1181,1573,Face/Off (1997),0.23074226035014195
43,47,Seven (a.k.a. Se7en) (1995),0.230220780461325
659,858,"Godfather, The (1972)",0.2285451937210996
138,165,Die Hard: With a Vengeance (1995),0.22823296786523317
398,457,"Fugitive, The (1993)",0.22802849355430255
334,377,Speed (1994),0.22790831809043935
898,1196,Star Wars: Episode V - The Empire Strikes Back (1980),0.2252149980471444
337,380,True Lies (1994),0.22445006019359043
224,260,Star Wars: Episode IV - A New Hope (1977),0.2221908906919358
375,431,Carlito's Way (1993),0.22192430710777344
911,1210,Star Wars: Episode VI - Return of the Jedi (1983),0.22190804024879393
509,592,Batman (1989),0.22174963996245523
302,344,Ace Ventura: Pet Detective (1994),0.22166811469198625
828,1089,Reservoir Dogs (1992),0.22142561767766294
3614,4963,Ocean's Eleven (2001),0.21925744744047174
126,153,Batman Forever (1995),0.21859789527912174
3495,4776,Training Day (2001),0.2182523069396874
7039,68954,Up (2009),0.21791855386156556
2078,2762,"Sixth Sense, The (1999)",0.21782461425591249
793,1036,Die Hard (1988),0.21756113628349533
5374,8961,"Incredibles, The (2004)",0.21672189659238336
921,1220,"Blues Brothers, The (1980)",0.21618304966083912
31,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),0.2161720387650266
1218,1617,L.A. Confidential (1997),0.21603109463840675
914,1213,Goodfellas (1990),0.21600426127960265
506,588,Aladdin (1992),0.21550282970789403
486,555,True Romance (1993),0.21503591010705436
896,1193,One Flew Over the Cuckoo's Nest (1975),0.21450783454943775
5160,8360,Shrek 2 (2004),0.21377896727837462
1298,1732,"Big Lebowski, The (1998)",0.21323449379673984
3638,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",0.21259570164371938
418,480,Jurassic Park (1993),0.21249460963418343
7372,79132,Inception (2010),0.21129260498270455
1543,2078,"Jungle Book, The (1967)",0.21100141166274888
123,150,Apollo 13 (1995),0.2104544143831738
1757,2355,"Bug's Life, A (1998)",0.2103375181445325
2355,3114,Toy Story 2 (1999),0.20869272901901442
461,527,Schindler's List (1993),0.20869113664311298
385,442,Demolition Man (1993),0.20836110664303606
311,353,"Crow, The (1994)",0.20746359465495906
951,1252,Chinatown (1974),0.2073390440372425
4800,7153,"Lord of the Rings: The Return of the King, The (2003)",0.20715942944564134
2226,2959,Fight Club (1999),0.20711785196010774
5917,33794,Batman Begins (2005),0.20646507329635044
474,541,Blade Runner (1982),0.2062993414820023
6772,60069,WALL·E (2008),0.20610854459144434
504,586,Home Alone (1990),0.2060094555117332
9259,157296,Finding Dory (2016),0.20585008443360667
297,339,While You Were Sleeping (1995),0.20547277218425597
33,36,Dead Man Walking (1995),0.20524147248116528
615,780,Independence Day (a.k.a. ID4) (1996),0.20497861377206217
2372,3147,"Green Mile, The (1999)",0.20438320519357156
922,1221,"Godfather: Part II, The (1974)",0.20384742482790424
7355,78499,Toy Story 3 (2010),0.20340235037538706
328,370,Naked Gun 33 1/3: The Final Insult (1994),0.20338199123092926
275,316,Stargate (1994),0.2033445345249683
1,2,Jumanji (1995),0.20269402196643546
98,111,Taxi Driver (1976),0.2023088276308367
1503,2028,Saving Private Ryan (1998),0.20221940043500403
2145,2858,American Beauty (1999),0.2020946051280593
507,589,Terminator 2: Judgment Day (1991),0.20170822221075574
961,1262,"Great Escape, The (1963)",0.20163066956182296
1183,1580,Men in Black (a.k.a. MIB) (1997),0.20101867188199252
176,208,Waterworld (1995),0.20099264402813954
6016,38061,Kiss Kiss Bang Bang (2005),0.2005135283210635
307,349,Clear and Present Danger (1994),0.20050315910661964
5850,32587,Sin City (2005),0.19996652539020374
4615,6874,Kill Bill: Vol. 1 (2003),0.19979772504923934
3010,4027,"O Brother, Where Art Thou? (2000)",0.1996551784310857
436,500,Mrs. Doubtfire (1993),0.1996467032518102
217,253,Interview with the Vampire: The Vampire Chronicles (1994),0.19949421035028342
2836,3793,X-Men (2000),0.19946393154601047
551,661,James and the Giant Peach (1996),0.19943558404904846
1939,2571,"Matrix, The (1999)",0.19941523821511623
4361,6378,"Italian Job, The (2003)",0.1991053312755488
592,733,"Rock, The (1996)",0.1990205939142984
546,648,Mission: Impossible (1996),0.198969355673184
483,551,"Nightmare Before Christmas, The (1993)",0.19879769375511575
512,595,Beauty and the Beast (1991),0.19860945573231287
44,48,Pocahontas (1995),0.1985518744216232
4796,7147,Big Fish (2003),0.19847497732689198
