,movie_id,title,score_recomendacao
2014,2683,Austin Powers: The Spy Who Shagged Me (1999),0.9976462711166049
1475,2000,Lethal Weapon (1987),0.9959363411619284
3885,5459,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),0.9953852492789452
3903,5481,Austin Powers in Goldmember (2002),0.9948187062216729
1398,1917,Armageddon (1998),0.9942830655129791
1181,1573,Face/Off (1997),0.9939431396786157
1476,2001,Lethal Weapon 2 (1989),0.9938349814585908
1477,2002,Lethal Weapon 3 (1992),0.9937525751957149
902,1200,Aliens (1986),0.9932890399670375
254,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),0.9930418211784096
