,movie_id,title,score_recomendacao
793,1036,Die Hard (1988),0.9973836011536876
1044,1356,Star Trek: First Contact (1996),0.9966264936135147
1211,1610,"Hunt for Red October, The (1990)",0.9953800988875156
5,6,Heat (1995),0.9953388957560774
1053,1370,Die Hard 2 (1990),0.9952101359703338
1398,1917,Armageddon (1998),0.9945611866501856
44,48,Pocahontas (1995),0.9933559950556243
385,442,Demolition Man (1993),0.9921662546353522
253,292,Outbreak (1995),0.9921508034610631
145,173,Judge Dredd (1995),0.9919756901524516
