,movie_id,title,score_recomendacao
257,296,Pulp Fiction (1994),0.9859806345282242
224,260,Star Wars: Episode IV - A New Hope (1977),0.9851153687680264
2226,2959,Fight Club (1999),0.9849711578079934
254,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),0.9834002884219202
4639,6934,"Matrix Revolutions, The (2003)",0.9824320148331274
4351,6365,"Matrix Reloaded, The (2003)",0.981515245158632
6772,60069,WALL·E (2008),0.9814122373300371
7693,89745,"Avengers, The (2012)",0.980902348578492
8376,109487,Interstellar (2014),0.9807426864441697
3562,4878,Donnie Darko (2001),0.9806242274412855
