,movie_id,title,score_recomendacao
898,1196,Star Wars: Episode V - The Empire Strikes Back (1980),0.9953337453646478
509,592,Batman (1989),0.9941079522043675
2836,3793,X-Men (2000),0.9938761845900288
4351,6365,"Matrix Reloaded, The (2003)",0.993196332921302
4639,6934,"Matrix Revolutions, The (2003)",0.9930006180469715
706,924,2001: A Space Odyssey (1968),0.9923053152039556
126,153,Batman Forever (1995),0.9917902760609807
5896,33493,Star Wars: Episode III - Revenge of the Sith (2005),0.991764524103832
254,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),0.9913730943551711
8376,109487,Interstellar (2014),0.9911258755665431
