,movie_id,title,score_recomendacao
7010,68157,Inglourious Basterds (2009),0.9926349402554595
4165,5995,"Pianist, The (2002)",0.9925473836011538
961,1262,"Great Escape, The (1963)",0.991352492789452
633,805,"Time to Kill, A (1996)",0.9894365471775856
3991,5630,Red Dragon (2002),0.9887000412031315
254,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),0.9884064688916359
3090,4148,Hannibal (2001),0.987994437577256
533,628,Primal Fear (1996),0.9873969921714051
941,1242,Glory (1989),0.9872682323856614
949,1250,"Bridge on the River Kwai, The (1957)",0.9870519159456119
