,movie_id,title,score_recomendacao
461,527,Schindler's List (1993),0.9860939431396787
922,1221,"Godfather: Part II, The (1974)",0.9859033786567779
254,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),0.985717964565307
97,110,Braveheart (1995),0.9840749896992171
201,235,Ed Wood (1994),0.9826328800988875
911,1210,Star Wars: Episode VI - Return of the Jedi (1983),0.9816234033786567
308,350,"Client, The (1994)",0.9796199011124846
217,253,Interview with the Vampire: The Vampire Chronicles (1994),0.9794190358467245
5227,8533,"Notebook, The (2004)",0.978095385249279
52,58,"Postman, The (Postino, Il) (1994)",0.9774412855377008
