,movie_id,title,score_recomendacao
7372,79132,Inception (2010),0.9902091058920478
3819,5349,Spider-Man (2002),0.9890451174289246
474,541,Blade Runner (1982),0.9889884631231973
254,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),0.9888700041203131
902,1200,Aliens (1986),0.9885609806345282
5260,8636,Spider-Man 2 (2004),0.9879017305315203
706,924,2001: A Space Odyssey (1968),0.9875772558714462
1939,2571,"Matrix, The (1999)",0.9872579316028018
5896,33493,Star Wars: Episode III - Revenge of the Sith (2005),0.9870364647713226
6534,54286,"Bourne Ultimatum, The (2007)",0.9869746600741657
