,movie_id,title,score_recomendacao
257,296,Pulp Fiction (1994),0.9977544293366296
7372,79132,Inception (2010),0.9975329625051504
3562,4878,Donnie Darko (2001),0.9967552533992583
922,1221,"Godfather: Part II, The (1974)",0.9967501030078285
3141,4226,Memento (2000),0.9967037494849609
461,527,Schindler's List (1993),0.996291718170581
1576,2115,Indiana Jones and the Temple of Doom (1984),0.99569942315616
1298,1732,"Big Lebowski, The (1998)",0.9954625051503914
990,1291,Indiana Jones and the Last Crusade (1989),0.9954316028018129
509,592,Batman (1989),0.9952204367531933
