,movie_id,title,score_recomendacao
6062,40815,Harry Potter and the Goblet of Fire (2005),0.9948444581788216
6522,54001,Harry Potter and the Order of the Phoenix (2007),0.9936547177585496
3638,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",0.9925731355583024
0,1,Toy Story (1995),0.9921920065925011
257,296,Pulp Fiction (1994),0.9918211784095592
512,595,Beauty and the Beast (1991),0.9903533168520808
5160,8360,Shrek 2 (2004),0.9898331273176761
5896,33493,Star Wars: Episode III - Revenge of the Sith (2005),0.9893541409147095
701,919,"Wizard of Oz, The (1939)",0.9885352286773794
7355,78499,Toy Story 3 (2010),0.9885043263288009
