,movie_id,title,score_recomendacao
4137,5952,"Lord of the Rings: The Two Towers, The (2002)",0.9982643180881747
3638,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",0.9982282653481664
224,260,Star Wars: Episode IV - A New Hope (1977),0.9979089410795221
902,1200,Aliens (1986),0.9975535640708695
1979,2628,Star Wars: Episode I - The Phantom Menace (1999),0.9965440873506387
5896,33493,Star Wars: Episode III - Revenge of the Sith (2005),0.9960290482076639
2226,2959,Fight Club (1999),0.9952616398846312
1730,2324,Life Is Beautiful (La Vita è bella) (1997),0.9947672023073755
898,1196,Star Wars: Episode V - The Empire Strikes Back (1980),0.9945920889987641
7010,68157,Inglourious Basterds (2009),0.9938401318500207
