,movie_id,title,score_recomendacao
2226,2959,Fight Club (1999),0.9872888339513803
7372,79132,Inception (2010),0.9852956324680676
4639,6934,"Matrix Revolutions, The (2003)",0.9851205191594561
4351,6365,"Matrix Reloaded, The (2003)",0.9847599917593737
254,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),0.9834929954676556
2250,2987,Who Framed Roger Rabbit? (1988),0.9812834775442933
5896,33493,Star Wars: Episode III - Revenge of the Sith (2005),0.9808250927070457
31,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),0.9803976102183767
5,6,Heat (1995),0.9803203543469303
6630,56174,I Am Legend (2007),0.9802018953440462
