,movie_id,title,score_recomendacao
1939,2571,"Matrix, The (1999)",0.9980119489081171
2014,2683,Austin Powers: The Spy Who Shagged Me (1999),0.996904614750721
546,648,Mission: Impossible (1996),0.9966316440049444
1979,2628,Star Wars: Episode I - The Phantom Menace (1999),0.9961732591676967
1972,2617,"Mummy, The (1999)",0.9948135558302431
1292,1722,Tomorrow Never Dies (1997),0.9933559950556242
1962,2605,Entrapment (1999),0.9932066337041615
2174,2890,Three Kings (1999),0.9926143386897405
6346,49272,Casino Royale (2006),0.9923516687268232
2226,2959,Fight Club (1999),0.9896992171405027
