,movie_id,title,score_recomendacao
43,47,Seven (a.k.a. Se7en) (1995),0.9957663782447466
254,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),0.9946178409559127
2700,3623,Mission: Impossible II (2000),0.994406674907293
383,440,Dave (1993),0.9938710341985992
1044,1356,Star Trek: First Contact (1996),0.9930109188298312
868,1148,Wallace & Gromit: The Wrong Trousers (1993),0.9921250515039142
1164,1544,"Lost World: Jurassic Park, The (1997)",0.9917027194066749
599,745,Wallace & Gromit: A Close Shave (1995),0.9913061392665843
486,555,True Romance (1993),0.9896271116604862
3991,5630,Red Dragon (2002),0.9880510918829831
