,movie_id,title,score_recomendacao
7372,79132,Inception (2010),0.9978110836423569
257,296,Pulp Fiction (1994),0.9969200659250104
224,260,Star Wars: Episode IV - A New Hope (1977),0.9967964565306965
3562,4878,Donnie Darko (2001),0.9965698393077875
5160,8360,Shrek 2 (2004),0.996415327564895
706,924,2001: A Space Odyssey (1968),0.9955500618046971
1939,2571,"Matrix, The (1999)",0.9947672023073754
4639,6934,"Matrix Revolutions, The (2003)",0.9942985166872682
512,595,Beauty and the Beast (1991),0.9941543057272353
4351,6365,"Matrix Reloaded, The (2003)",0.9939379892871858
