,movie_id,title,score_recomendacao
7372,79132,Inception (2010),0.9954007004532345
257,296,Pulp Fiction (1994),0.9946023897816234
4351,6365,"Matrix Reloaded, The (2003)",0.9943088174701278
3562,4878,Donnie Darko (2001),0.9942521631644006
4639,6934,"Matrix Revolutions, The (2003)",0.9935568603213845
512,595,Beauty and the Beast (1991),0.9919293366295838
31,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),0.9916151627523693
5735,30793,Charlie and the Chocolate Factory (2005),0.9911207251751133
1224,1625,"Game, The (1997)",0.9894932014833128
1730,2324,Life Is Beautiful (La Vita è bella) (1997),0.9892974866089823
