,movie_id,title,score_recomendacao
898,1196,Star Wars: Episode V - The Empire Strikes Back (1980),0.9991347342398023
224,260,Star Wars: Episode IV - A New Hope (1977),0.9991141326740833
1979,2628,Star Wars: Episode I - The Phantom Menace (1999),0.9971003296250516
3832,5378,Star Wars: Episode II - Attack of the Clones (2002),0.9950247218788628
5896,33493,Star Wars: Episode III - Revenge of the Sith (2005),0.9947311495673672
2039,2717,Ghostbusters II (1989),0.9941131025957973
3051,4085,Beverly Hills Cop (1984),0.9938452822414504
418,480,Jurassic Park (1993),0.9931705809641532
975,1276,Cool Hand Luke (1967),0.9920426452410384
1063,1380,Grease (1978),0.9919653893695922
