,movie_id,title,score_recomendacao
31,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),0.9906880922950143
138,165,Die Hard: With a Vengeance (1995),0.9898588792748249
939,1240,"Terminator, The (1984)",0.9885300782859497
2226,2959,Fight Club (1999),0.9871034198599093
3141,4226,Memento (2000),0.986969509682736
4639,6934,"Matrix Revolutions, The (2003)",0.9866965389369593
5931,34048,War of the Worlds (2005),0.9866347342398023
412,474,In the Line of Fire (1993),0.9865265760197777
1475,2000,Lethal Weapon (1987),0.9859239802224969
902,1200,Aliens (1986),0.9858724763081994
