,movie_id,title,score_recomendacao
224,260,Star Wars: Episode IV - A New Hope (1977),0.9972599917593737
2226,2959,Fight Club (1999),0.9971157807993407
7372,79132,Inception (2010),0.9968840131850021
898,1196,Star Wars: Episode V - The Empire Strikes Back (1980),0.9966316440049443
3141,4226,Memento (2000),0.9962402142562834
4351,6365,"Matrix Reloaded, The (2003)",0.9954213020189535
706,924,2001: A Space Odyssey (1968),0.9952719406674908
6315,48516,"Departed, The (2006)",0.9950247218788628
4639,6934,"Matrix Revolutions, The (2003)",0.9948547589616812
3562,4878,Donnie Darko (2001),0.9948084054388133
