,movie_id,title,score_recomendacao
224,260,Star Wars: Episode IV - A New Hope (1977),0.9937371240214257
4800,7153,"Lord of the Rings: The Return of the King, The (2003)",0.9933353934899053
31,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),0.9929130613926658
254,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),0.9926709929954677
3141,4226,Memento (2000),0.9922538112896582
898,1196,Star Wars: Episode V - The Empire Strikes Back (1980),0.9920889987639061
3562,4878,Donnie Darko (2001),0.9913782447466006
706,924,2001: A Space Odyssey (1968),0.9911928306551299
7768,91529,"Dark Knight Rises, The (2012)",0.9908117016893283
1576,2115,Indiana Jones and the Temple of Doom (1984),0.9907859497321797
