,movie_id,title,score_recomendacao
898,1196,Star Wars: Episode V - The Empire Strikes Back (1980),0.9985784919653893
902,1200,Aliens (1986),0.9977389781623404
507,589,Terminator 2: Judgment Day (1991),0.9968582612278534
706,924,2001: A Space Odyssey (1968),0.996477132262052
287,329,Star Trek: Generations (1994),0.9960702513391018
8376,109487,Interstellar (2014),0.995204985578904
1939,2571,"Matrix, The (1999)",0.9951380304903172
1979,2628,Star Wars: Episode I - The Phantom Menace (1999),0.9948753605274001
5896,33493,Star Wars: Episode III - Revenge of the Sith (2005),0.9941749072929542
915,1214,Alien (1979),0.9937834775442933
