,movie_id,title,score_recomendacao
2226,2959,Fight Club (1999),0.9884013185002061
257,296,Pulp Fiction (1994),0.9882983106716111
7372,79132,Inception (2010),0.9847393901936548
254,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),0.9811753193242686
520,608,Fargo (1996),0.9805212196126907
6470,52722,Spider-Man 3 (2007),0.9804388133498145
2250,2987,Who Framed Roger Rabbit? (1988),0.9797074577667904
6630,56174,I Am Legend (2007),0.9796456530696334
486,555,True Romance (1993),0.9794293366295839
126,153,Batman Forever (1995),0.979367531932427
