,movie_id,title,score_recomendacao
3141,4226,Memento (2000),0.9910486196950969
254,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),0.9909095591264936
6315,48516,"Departed, The (2006)",0.9901112484548826
1298,1732,"Big Lebowski, The (1998)",0.9898073753605273
706,924,2001: A Space Odyssey (1968),0.9896168108776267
3562,4878,Donnie Darko (2001),0.9894313967861559
5,6,Heat (1995),0.987829625051504
4639,6934,"Matrix Revolutions, The (2003)",0.9877163164400495
4351,6365,"Matrix Reloaded, The (2003)",0.9875412031314381
2078,2762,"Sixth Sense, The (1999)",0.9864441697569015
