,movie_id,title,score_recomendacao
2226,2959,Fight Club (1999),0.9972084878450762
7372,79132,Inception (2010),0.9968840131850021
2078,2762,"Sixth Sense, The (1999)",0.9928409559126493
1224,1625,"Game, The (1997)",0.9916254635352287
3624,4975,Vanilla Sky (2001),0.9911928306551298
1402,1921,Pi (1998),0.9910537700865265
7075,69757,(500) Days of Summer (2009),0.9910125669550887
257,296,Pulp Fiction (1994),0.990801400906469
4851,7254,The Butterfly Effect (2004),0.9905078285949733
5227,8533,"Notebook, The (2004)",0.9899618871034199
