,movie_id,title,score_recomendacao
138,165,Die Hard: With a Vengeance (1995),0.996904614750721
3574,4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),0.9965080346106305
5166,8368,Harry Potter and the Prisoner of Azkaban (2004),0.9953543469303667
7372,79132,Inception (2010),0.9940100947672023
6772,60069,WALL·E (2008),0.9935568603213845
6062,40815,Harry Potter and the Goblet of Fire (2005),0.993546559538525
7078,69844,Harry Potter and the Half-Blood Prince (2009),0.9933765966213433
6522,54001,Harry Potter and the Order of the Phoenix (2007),0.9930984754841368
5374,8961,"Incredibles, The (2004)",0.9929903172641121
7644,88125,Harry Potter and the Deathly Hallows: Part 2 (2011),0.9927533992583436
