,movie_id,title,score_recomendacao
1730,2324,Life Is Beautiful (La Vita è bella) (1997),0.9952307375360527
217,253,Interview with the Vampire: The Vampire Chronicles (1994),0.9935105067985166
192,225,Disclosure (1994),0.9918417799752782
337,380,True Lies (1994),0.9916254635352287
4165,5995,"Pianist, The (2002)",0.9908786567779151
201,235,Ed Wood (1994),0.9906056860321384
254,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),0.9902606098063453
322,364,"Lion King, The (1994)",0.9902142562834776
409,471,"Hudsucker Proxy, The (1994)",0.9902091058920478
486,555,True Romance (1993),0.9900906468891635
