,movie_id,title,score_recomendacao
2226,2959,Fight Club (1999),0.996374124433457
5160,8360,Shrek 2 (2004),0.996229913473424
5735,30793,Charlie and the Chocolate Factory (2005),0.9946435929130615
1164,1544,"Lost World: Jurassic Park, The (1997)",0.9944839307787392
314,356,Forrest Gump (1994),0.9934177997527812
8568,116797,The Imitation Game (2014),0.9926606922126081
4165,5995,"Pianist, The (2002)",0.9922692624639473
7372,79132,Inception (2010),0.9922486608982283
2078,2762,"Sixth Sense, The (1999)",0.9920992995467656
254,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),0.9918366295838483
