,movie_id,title,score_recomendacao
898,1196,Star Wars: Episode V - The Empire Strikes Back (1980),0.996168108776267
911,1210,Star Wars: Episode VI - Return of the Jedi (1983),0.9959002884219201
2836,3793,X-Men (2000),0.9930418211784096
418,480,Jurassic Park (1993),0.9927997527812114
5735,30793,Charlie and the Chocolate Factory (2005),0.9921405026782035
2907,3897,Almost Famous (2000),0.9919653893695921
939,1240,"Terminator, The (1984)",0.9912185826122786
1291,1721,Titanic (1997),0.9894983518747424
2998,4014,Chocolat (2000),0.9888288009888752
3016,4034,Traffic (2000),0.9883807169344869
