,movie_id,title,score_recomendacao
911,1210,Star Wars: Episode VI - Return of the Jedi (1983),0.9971981870622167
902,1200,Aliens (1986),0.9963483724763083
4800,7153,"Lord of the Rings: The Return of the King, The (2003)",0.9952822414503503
706,924,2001: A Space Odyssey (1968),0.9951792336217553
5896,33493,Star Wars: Episode III - Revenge of the Sith (2005),0.9938040791100122
3638,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",0.9935929130613926
7018,68358,Star Trek (2009),0.9931499793984342
8376,109487,Interstellar (2014),0.9926091882983108
1576,2115,Indiana Jones and the Temple of Doom (1984),0.9925473836011537
1057,1374,Star Trek II: The Wrath of Khan (1982),0.9925319324268644
