,movie_id,title,score_recomendacao
224,260,Star Wars: Episode IV - A New Hope (1977),0.9970745776679029
902,1200,Aliens (1986),0.9957921302018954
939,1240,"Terminator, The (1984)",0.995204985578904
5896,33493,Star Wars: Episode III - Revenge of the Sith (2005),0.993525957972806
364,420,Beverly Hills Cop III (1994),0.9935208075813762
3885,5459,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),0.9933456942727648
1053,1370,Die Hard 2 (1990),0.992707045735476
138,165,Die Hard: With a Vengeance (1995),0.9926400906468891
2636,3527,Predator (1987),0.991862381540997
3414,4643,Planet of the Apes (2001),0.991331891223733
