,movie_id,title,score_recomendacao
512,595,Beauty and the Beast (1991),0.993690770498558
224,260,Star Wars: Episode IV - A New Hope (1977),0.9904923774206841
483,551,"Nightmare Before Christmas, The (1993)",0.99016275236918
44,48,Pocahontas (1995),0.9898331273176763
981,1282,Fantasia (1940),0.9895653069633292
551,661,James and the Giant Peach (1996),0.989014215080346
780,1022,Cinderella (1950),0.9889730119489082
618,783,"Hunchback of Notre Dame, The (1996)",0.9869746600741657
1390,1907,Mulan (1998),0.98668108776267
911,1210,Star Wars: Episode VI - Return of the Jedi (1983),0.9866295838483724
