,movie_id,title,score_recomendacao
1730,2324,Life Is Beautiful (La Vita è bella) (1997),0.9970848784507622
1503,2028,Saving Private Ryan (1998),0.9957612278533168
914,1213,Goodfellas (1990),0.994957766790276
4165,5995,"Pianist, The (2002)",0.9938452822414504
961,1262,"Great Escape, The (1963)",0.9928358055212196
8568,116797,The Imitation Game (2014),0.9913627935723115
7010,68157,Inglourious Basterds (2009),0.988833951380305
1882,2501,October Sky (1999),0.9885300782859496
7258,74458,Shutter Island (2010),0.9880871446229914
3138,4223,Enemy at the Gates (2001),0.9879841367943965
