,movie_id,title,score_recomendacao
706,924,2001: A Space Odyssey (1968),0.9931396786155748
1979,2628,Star Wars: Episode I - The Phantom Menace (1999),0.9927430984754841
5896,33493,Star Wars: Episode III - Revenge of the Sith (2005),0.9926915945611867
3832,5378,Star Wars: Episode II - Attack of the Clones (2002),0.9923362175525341
474,541,Blade Runner (1982),0.9921405026782035
2636,3527,Predator (1987),0.9913988463123198
3885,5459,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),0.990842604037907
7018,68358,Star Trek (2009),0.9908323032550475
1164,1544,"Lost World: Jurassic Park, The (1997)",0.9906829419035847
1498,2023,"Godfather: Part III, The (1990)",0.9894622991347343
