,movie_id,title,score_recomendacao
1071,1391,Mars Attacks! (1996),0.9965337865677791
2700,3623,Mission: Impossible II (2000),0.9962608158220025
287,329,Star Trek: Generations (1994),0.9958848372476309
621,786,Eraser (1996),0.995555212196127
656,849,Escape from L.A. (1996),0.992398022249691
630,802,Phenomenon (1996),0.989858879274825
431,494,Executive Decision (1996),0.9886588380716934
592,733,"Rock, The (1996)",0.9881901524515864
1794,2393,Star Trek: Insurrection (1998),0.9878605274000823
549,653,Dragonheart (1996),0.9873094355170993
