,movie_id,title,score_recomendacao
898,1196,Star Wars: Episode V - The Empire Strikes Back (1980),0.9987639060568603
911,1210,Star Wars: Episode VI - Return of the Jedi (1983),0.9984960857025134
902,1200,Aliens (1986),0.9980170992995467
922,1221,"Godfather: Part II, The (1974)",0.997213638236506
706,924,2001: A Space Odyssey (1968),0.9969406674907293
1979,2628,Star Wars: Episode I - The Phantom Menace (1999),0.9953388957560775
287,329,Star Trek: Generations (1994),0.9952358879274825
1939,2571,"Matrix, The (1999)",0.9952307375360527
1057,1374,Star Trek II: The Wrath of Khan (1982),0.9950350226617224
939,1240,"Terminator, The (1984)",0.9947414503502267
