,movie_id,title,score_recomendacao
257,296,Pulp Fiction (1994),0.994695096827359
7372,79132,Inception (2010),0.9944736299958797
31,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),0.9938401318500207
224,260,Star Wars: Episode IV - A New Hope (1977),0.9934590028842193
4351,6365,"Matrix Reloaded, The (2003)",0.9931036258755666
902,1200,Aliens (1986),0.9928255047383602
4639,6934,"Matrix Revolutions, The (2003)",0.9926297898640297
3562,4878,Donnie Darko (2001),0.9923053152039556
520,608,Fargo (1996),0.9920168932838895
474,541,Blade Runner (1982),0.9913061392665843
