,movie_id,title,score_recomendacao
224,260,Star Wars: Episode IV - A New Hope (1977),0.9972599917593737
911,1210,Star Wars: Episode VI - Return of the Jedi (1983),0.9967346518335394
287,329,Star Trek: Generations (1994),0.9949577667902761
902,1200,Aliens (1986),0.9930109188298311
1576,2115,Indiana Jones and the Temple of Doom (1984),0.9924546765554183
559,673,Space Jam (1996),0.9919756901524517
546,648,Mission: Impossible (1996),0.9917181705809642
990,1291,Indiana Jones and the Last Crusade (1989),0.9914451998351875
656,849,Escape from L.A. (1996),0.9908220024721879
551,661,James and the Giant Peach (1996),0.9906829419035847
