,movie_id,title,score_recomendacao
898,1196,Star Wars: Episode V - The Empire Strikes Back (1980),0.9939431396786156
4800,7153,"Lord of the Rings: The Return of the King, The (2003)",0.9888854552946025
706,924,2001: A Space Odyssey (1968),0.9865574783683562
7372,79132,Inception (2010),0.9853883395138031
474,541,Blade Runner (1982),0.9845385249278944
31,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),0.9841058920477956
8376,109487,Interstellar (2014),0.9831530696332922
5896,33493,Star Wars: Episode III - Revenge of the Sith (2005),0.9830500618046971
6453,52281,Grindhouse (2007),0.9812731767614338
2836,3793,X-Men (2000),0.9811753193242686
