,movie_id,title,score_recomendacao
902,1200,Aliens (1986),0.9932890399670375
939,1240,"Terminator, The (1984)",0.9918675319324269
6453,52281,Grindhouse (2007),0.9898949320148331
4639,6934,"Matrix Revolutions, The (2003)",0.989385043263288
8376,109487,Interstellar (2014),0.9875103007828596
7018,68358,Star Trek (2009),0.986289658014009
257,296,Pulp Fiction (1994),0.9842192006592502
5896,33493,Star Wars: Episode III - Revenge of the Sith (2005),0.9838844252163164
4351,6365,"Matrix Reloaded, The (2003)",0.9838329213020189
2226,2959,Fight Club (1999),0.9834878450762258
