,movie_id,title,score_recomendacao
224,260,Star Wars: Episode IV - A New Hope (1977),0.9936444169756902
461,527,Schindler's List (1993),0.9898949320148331
902,1200,Aliens (1986),0.9895807581376185
31,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),0.9895756077461888
706,924,2001: A Space Odyssey (1968),0.9893386897404204
7010,68157,Inglourious Basterds (2009),0.9889266584260403
507,589,Terminator 2: Judgment Day (1991),0.9879583848372476
1261,1676,Starship Troopers (1997),0.9868304491141326
5931,34048,War of the Worlds (2005),0.9866347342398023
1730,2324,Life Is Beautiful (La Vita è bella) (1997),0.9863308611454471
