,movie_id,title,score_recomendacao
4639,6934,"Matrix Revolutions, The (2003)",0.9954110012360939
3638,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",0.9861763494025546
706,924,2001: A Space Odyssey (1968),0.982849196538937
3562,4878,Donnie Darko (2001),0.982663782447466
911,1210,Star Wars: Episode VI - Return of the Jedi (1983),0.9826431808817471
7644,88125,Harry Potter and the Deathly Hallows: Part 2 (2011),0.9820920889987639
6330,48774,Children of Men (2006),0.9810002060156573
2260,3000,Princess Mononoke (Mononoke-hime) (1997),0.9802740008240626
902,1200,Aliens (1986),0.9802173465183354
5166,8368,Harry Potter and the Prisoner of Azkaban (2004),0.9800576843840132
