,movie_id,title,score_recomendacao
254,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),0.9971209311907705
6315,48516,"Departed, The (2006)",0.9967861557478368
15,16,Casino (1995),0.9960135970333746
1734,2329,American History X (1998),0.9960084466419448
7372,79132,Inception (2010),0.9957715286361764
5,6,Heat (1995),0.9952461887103421
1224,1625,"Game, The (1997)",0.9951483312731768
1298,1732,"Big Lebowski, The (1998)",0.99323753605274
1181,1573,Face/Off (1997),0.9932014833127318
8063,99114,Django Unchained (2012),0.993175731355583
