,movie_id,title,score_recomendacao
7372,79132,Inception (2010),0.9983673259167697
6710,58559,"Dark Knight, The (2008)",0.9980686032138443
3141,4226,Memento (2000),0.9979089410795221
254,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),0.997584466419448
1298,1732,"Big Lebowski, The (1998)",0.9975020601565718
3562,4878,Donnie Darko (2001),0.9969406674907293
43,47,Seven (a.k.a. Se7en) (1995),0.9961372064276885
4909,7361,Eternal Sunshine of the Spotless Mind (2004),0.9958539348990524
5917,33794,Batman Begins (2005),0.9955191594561187
46,50,"Usual Suspects, The (1995)",0.9953182941903584
