,movie_id,title,score_recomendacao
257,296,Pulp Fiction (1994),0.977173465183354
2195,2918,Ferris Bueller's Day Off (1986),0.9748763906056861
4169,6003,Confessions of a Dangerous Mind (2002),0.9736763494025547
355,410,Addams Family Values (1993),0.9729089410795222
1005,1307,When Harry Met Sally... (1989),0.9702616398846313
6016,38061,Kiss Kiss Bang Bang (2005),0.9700607746188711
8694,122922,Doctor Strange (2016),0.969937165224557
7355,78499,Toy Story 3 (2010),0.9691285537700866
6453,52281,Grindhouse (2007),0.9686650185414092
1475,2000,Lethal Weapon (1987),0.9681242274412856
