,movie_id,title,score_recomendacao
224,260,Star Wars: Episode IV - A New Hope (1977),0.9987433044911413
911,1210,Star Wars: Episode VI - Return of the Jedi (1983),0.998403378656778
15,16,Casino (1995),0.9964771322620519
6315,48516,"Departed, The (2006)",0.996229913473424
5896,33493,Star Wars: Episode III - Revenge of the Sith (2005),0.9946384425216317
1730,2324,Life Is Beautiful (La Vita è bella) (1997),0.994489081170169
1124,1466,Donnie Brasco (1997),0.9939740420271942
1734,2329,American History X (1998),0.9938761845900288
1498,2023,"Godfather: Part III, The (1990)",0.9935414091470952
4159,5989,Catch Me If You Can (2002),0.9934487021013597
